FECHA,VARIABLE,CAMOTAN,CATARINA,CHAMPERICO FEGUA,COBAN,EL CAPITAN,ESQUIPULAS,FLORES AEROPUERTO,LA AURORA,LA CEIBITA,LA FRAGUA,LABOR OVALLE,LOS ALTOS,MAZATENANGO,MONTUFAR,PANZÓS PHC ALTAVERAPAZ,PUERTO BARRIOS PHC,RETALHULEU AEROPUERTO,SACAPULAS,SAN MARCOS PHC,SANTA CRUZ BALANYÁ,TODOS SANTOS,INSIVUMEH,ALAMEDA ICTA,ASUNCION MITA,CHINIQUE,EL TABLON,HUEHUETENANGO,LA UNION,LAS VEGAS PHC,NEBAJ,POPTUN,QUEZADA,SABANA GRANDE,SAN AGUSTIN ACASAGUASTLAN,SAN JERONIMO,SAN JOSE AEROPUERTO,SAN PEDRO NECTA,SANTA MARIA CAHABON,SANTIAGO ATITLAN,SUIZA CONTENTA,TECUN UMAN,CHIXOY PCH,CUBULCO,LOS ALBORES,LOS ESCLAVOS,PASABIEN,POTRERO CARRILLO,SAN MARTIN JILOTEPEQUE,AMATITLAN,ANTIGUA GUATEMALA,CONCEPCION,IXCHIGUAN,JALAPA,LA REFORMA,LAS NUBES,LO DE COY,MARISCOS,MORALES MET,NENTON,NUEVA CONCEPCION,PACHUTÉ,PLAYA GRANDE IXCAN,SAN JOSE PINULA,SAN PEDRO AYAMPUC,SANTA CRUZ DEL QUICHE,SANTA MARGARITA,TOTONICAPAN
2022-04-28,TSUELO,-99.9,-99.9,-99.9,22.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,14.2,-99.9,-99.9,25.3,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-29,DIR. VIENTO,225.0,9.0,225.0,4.0,180,45.0,90.0,180.0,-99.9,90,90.0,135.0,9.0,0,180.0,9.0,0,360.0,0.0,180.0,9.0,135.0,360,9.0,90.0,9.0,135.0,90.0,-99.9,0.0,9.0,360,360,9.0,90.0,225.0,135.0,9,0,9.0,225,0.0,90.0,0.0,9.0,360.0,45.0,-99.9,-99.9,360.0,9.0,180.0,45.0,9.0,-99.9,360.0,360.0,9.0,-99.9,-99.9,-99.9,-99.9,360.0,9.0,360.0,360.0,135.0
2022-04-30,TSUELO,-99.9,-99.9,-99.9,22.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,25.4,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-01,TSUELO,-99.9,-99.9,-99.9,22.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,25.2,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-02,NUBOSIDAD,2.0,4.0,5.0,4.0,3,2.0,4.0,6.0,-99.9,2,2.0,4.0,8.0,3,5.0,5.0,8,3.0,5.0,7.0,1.0,5.0,5,2.0,3.0,5.0,2.0,4.0,5.0,1.0,3.0,4,7,2.0,3.0,5.0,1.0,3,4,7.0,4,6.0,2.0,4.0,8.0,2.0,3.0,-99.9,-99.9,8.0,8.0,7.0,5.0,8.0,-99.9,3.0,5.0,2.0,-99.9,-99.9,-99.9,6.0,6.0,4.0,1.0,5.0,2.0
2022-05-03,NUBOSIDAD,2.7,3.3,4.3,3.0,3.7,5.7,4.0,6.0,-99.9,4.3,2.7,4.0,8.0,2.7,4.0,5.7,4.3,3.0,2.7,6.0,3.7,7.0,6,5.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,5,7,2.0,2.0,3.0,4.0,6,4,8.0,3,6.0,2.0,5.0,7.0,3.0,6.0,-99.9,-99.9,8.0,6.0,5.0,5.0,6.0,-99.9,1.0,6.0,3.0,-99.9,-99.9,-99.9,5.0,6.0,7.0,3.0,5.0,4.0
2022-05-04,PRESION ATM.,-99.9,-99.9,754.9,652.7,-99.9,681.1,748.2,638.3,-99.9,738.7,-99.69,579.5,-99.9,-99.9,-99.9,756.4,740.6,773.5,-99.0,-99.0,-99.0,638.0,-99.9,-99.9,-99.9,-99.9,611.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,758.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-05,TSUELO,-99.9,-99.9,-99.9,22.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.2,-99.9,-99.9,25.2,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-06,TSUELO,-99.9,-99.9,-99.9,22.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,25.1,-99.9,-99.9,-99.9,19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-07,TSUELO,-99.9,-99.9,-99.9,22.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,21.2,-99.9,-99.9,25.1,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-08,NUBOSIDAD,3.0,3.0,4.0,5.0,7,4.0,3.0,7.0,-99.9,6,7.0,7.0,7.0,4,5.0,5.0,6,3.0,0.0,4.0,3.0,6.0,5,4.0,4.0,5.0,6.0,4.0,3.0,3.0,0.0,7,7,3.0,7.0,8.0,5.0,5,5,7.0,4,6.0,5.0,7.0,5.0,5.0,6.0,-99.9,-99.9,8.0,8.0,5.0,5.0,7.0,-99.9,2.0,5.0,2.0,-99.9,-99.9,-99.9,2.0,7.0,5.0,2.0,7.0,5.0
2022-05-09,EVA. PICHE,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,2.0,1.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,2.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,4.7,-99.9,-99.9,-99.9,-99.9,3.9,-99.9,-99.9,-99.9,4.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-10,PRESION ATM.,-99.9,-99.9,754.9,653.0,-99.9,681.4,748.5,638.4,-99.9,738.9,-99.9,579.7,-99.9,-99.9,-99.9,756.8,740.7,773.8,-99.9,-99.9,-99.9,639.0,-99.9,-99.9,-99.9,-99.9,611.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-100.0,758.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-11,TSUELO,-99.9,-99.9,-99.9,22.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,25.4,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-12,NUBOSIDAD,4.0,2.0,3.0,5.0,3,4.0,3.0,6.0,-99.9,2,6.0,2.0,5.0,7,5.0,5.0,5,4.0,8.0,5.0,2.0,5.0,6,1.0,5.0,3.0,4.0,4.0,6.0,6.0,3.0,3,7,2.0,3.0,4.0,4.0,6,3,7.0,2,6.0,2.0,5.0,5.0,4.0,5.0,-99.9,-99.9,7.0,5.0,7.0,4.0,5.0,-99.9,2.0,6.0,4.0,-99.9,-99.9,-99.9,4.0,2.0,4.0,1.0,4.0,3.0
2022-05-13,TSUELO,-99.9,-99.9,-99.9,22.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.2,-99.9,-99.9,25.4,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,26.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-14,TSUELO,-99.9,-99.9,-99.9,22.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,25.4,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,26.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-15,NUBOSIDAD,4.0,3.0,5.0,7.0,5,0.0,4.0,7.0,-99.9,7,8.0,7.0,8.0,6,2.7,5.0,6,4.0,1.0,7.0,6.0,5.0,4,2.0,5.0,6.0,8.0,4.0,5.0,2.0,4.0,5,7,1.0,4.0,6.0,5.0,5,3,5.0,6,7.0,2.0,3.0,4.0,3.0,5.0,-99.9,-99.9,8.0,7.0,6.0,5.0,8.0,-99.9,2.0,6.0,1.0,-99.9,-99.9,-99.9,2.0,3.0,5.0,3.0,3.0,5.0
2022-05-16,DIR. VIENTO,90.0,360.0,9.0,0.0,180,45.0,9.0,360.0,-99.9,90,45.0,-99.9,360.0,0,180.0,360.0,9,360.0,0.0,0.0,9.0,225.0,90,360.0,0.0,9.0,9.0,360.0,-99.9,9.0,90.0,360,9,360.0,90.0,9.0,0.0,9,180,9.0,360,9.0,360.0,0.0,9.0,9.0,90.0,-99.9,-99.9,360.0,9.0,180.0,45.0,9.0,-99.9,135.0,360.0,9.0,-99.9,-99.9,-99.9,-99.9,225.0,9.0,360.0,90.0,9.0
2022-05-17,PRESION ATM.,-99.9,-99.9,756.2,654.5,-99.9,683.3,750.7,640.4,-99.9,741.4,-99.9,581.3,-99.9,-99.9,-99.9,759.5,742.4,775.6,-99.9,-99.9,-99.9,640.0,-99.9,-99.9,-99.9,-99.9,612.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,760.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-18,TSUELO,-99.9,-99.9,-99.9,22.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.0,-99.9,-99.9,25.3,-99.9,-99.9,-99.9,19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,26.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-19,NUBOSIDAD,8.0,6.0,5.0,7.0,5,7.0,4.0,8.0,-99.9,7,7.0,8.0,8.0,8,5.0,7.0,7,7.0,3.0,6.0,4.0,8.0,5,7.0,5.0,5.0,8.0,7.0,6.0,8.0,6.0,6,7,5.0,6.0,7.0,5.0,6,5,6.0,4,7.0,5.0,5.0,5.0,6.0,7.0,-99.9,-99.9,8.0,7.0,8.0,8.0,8.0,-99.9,3.0,8.0,6.0,-99.9,-99.9,-99.9,7.0,6.0,8.0,5.0,5.0,5.0
2022-05-20,TSUELO,-99.9,-99.9,-99.9,22.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.2,-99.9,-99.9,25.3,-99.9,-99.9,-99.9,19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,26.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-21,TSUELO,-99.9,-99.9,-99.9,22.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,25.0,-99.9,-99.9,-99.9,19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,26.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-22,PRESION ATM.,-99.9,-99.9,756.4,653.1,-99.9,682.4,748.7,639.7,-99.9,740,-99.9,580.6,-99.9,-99.9,-99.9,756.9,743,774.5,-99.9,-99.9,-99.9,640.0,-99.9,-99.9,-99.9,-99.9,612.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-100.0,760.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-23,TSUELO,-99.9,-99.9,-99.9,23.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,15.0,-99.9,-99.9,25.0,-99.9,-99.9,-99.9,19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,26.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-24,PRESION ATM.,-99.9,-99.9,753.6,651.0,-99.9,680.0,746.6,637.2,-99.9,741.2,-99.9,578.0,-99.9,-99.9,-99.9,755.1,739.7,771.8,-99.9,-99.9,-99.9,637.0,-99.9,-99.9,-99.9,-99.9,610.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,757.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-25,TSUELO,-99.9,-99.9,-99.9,23.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,17.2,-99.9,-99.9,28.4,-99.9,-99.9,-99.9,19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,26.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-26,TSUELO,-99.9,-99.9,-99.9,23.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,17.2,-99.9,-99.9,24.9,-99.9,-99.9,-99.9,19.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,26.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-27,PRESION ATM.,-99.9,-99.9,755.5,653.3,-99.9,681.5,749.6,639.0,-99.9,740.5,-99.9,579.6,-99.9,-99.9,-99.9,757.8,742,774.1,-99.9,-99.9,-99.9,639.0,-99.9,-99.9,-99.9,-99.9,612.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-100.0,758.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-28,TSUELO,-99.9,-99.9,-99.9,23.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,14.0,-99.9,-99.9,25.0,-99.9,-99.9,-99.9,19.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,26.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-29,NUBOSIDAD,7.0,8.0,7.0,8.0,7,7.0,7.0,7.0,-99.9,7,8.0,8.0,8.0,4,7.0,6.0,8,5.0,4.0,6.0,7.0,8.0,5,5.0,7.0,7.0,7.0,6.0,5.0,8.0,6.0,5,8,5.0,7.0,7.0,8.0,8,7,8.0,6,8.0,7.0,7.0,6.0,7.0,5.0,-99.9,-99.9,7.0,8.0,8.0,8.0,8.0,-99.9,1.0,6.0,5.0,-99.9,-99.9,-99.9,6.0,7.0,8.0,7.0,8.0,8.0
2022-05-30,PRESION ATM.,-99.9,-99.9,754.0,651.2,-99.9,679.9,747.6,637.2,-99.9,737.9,-99.9,578.1,-99.9,-99.9,-99.9,754.6,740,772.7,-99.9,-99.9,-99.9,637.0,-99.9,-99.9,-99.9,-99.9,610.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,757.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-05-31,TSUELO,-99.9,-99.9,-99.9,23.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,11.4,-99.9,-99.9,23.8,-99.9,-99.9,-99.9,18.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-06-01,NUBOSIDAD,5.0,5.0,7.0,7.0,7,5.0,7.0,8.0,-99.9,6,8.0,8.0,8.0,8,7.0,6.0,8,6.0,0.0,7.0,6.0,7.0,7,4.0,4.0,8.0,8.0,5.0,7.0,5.0,6.0,8,7,5.0,4.0,8.0,6.0,8,7,8.0,6,7.0,5.0,6.0,8.0,5.0,5.0,-99.9,-99.9,8.0,8.0,8.0,5.0,8.0,-99.9,3.0,8.0,5.0,-99.9,-99.9,-99.9,6.0,6.0,8.0,5.0,8.0,6.0
2022-06-02,PRESION ATM.,-99.9,-99.9,754.6,650.1,-99.9,679.4,745.5,636.6,-99.9,736.6,-99.9,577.5,-99.9,-99.9,-99.9,752.5,740.5,770.7,-99.9,-99.9,-99.9,636.6,-99.9,-99.9,-99.9,-99.9,609.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,757.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-06-03,TSUELO,-99.9,-99.9,-99.9,23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,23.8,-99.9,-99.9,-99.9,18.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-06-04,NUBOSIDAD,6.0,5.0,6.0,7.0,5,8.0,4.0,8.0,-99.9,7,7.0,8.0,8.0,8,7.0,5.0,8,6.0,3.0,8.0,6.0,8.0,7.7,7.0,8.0,7.0,7.0,7.0,6.0,8.0,5.0,7,8,7.0,7.0,8.0,5.0,8,7,8.0,5,7.0,7.0,7.0,5.0,8.0,8.0,-99.9,-99.9,8.0,8.0,6.0,7.0,6.0,-99.9,0.0,7.0,6.0,-99.9,-99.9,-99.9,7.0,8.0,7.0,8.0,8.0,6.0
2022-06-05,TSUELO,-99.9,-99.9,-99.9,23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.0,-99.9,-99.9,23.3,-99.9,-99.9,-99.9,18.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-06-06,TSUELO,-99.9,-99.9,-99.9,23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,23.8,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,85.0,-99.9,81.0,-99.9,-99.9,0.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-06-07,TSUELO,-99.9,-99.9,-99.9,23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,17.4,-99.9,-99.9,23.6,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
